,English Company Name,Chinese Company Name,Valid Licence since,District,Address,Telephone No,FAX,Email,Placement Type
2032,Ming Tak Services Company,明德旅遊僱傭公司,2004,Central and Western District,"Room 1702, 17th floor, Arion Commercial Centre, 2-12 Queen's Road West, Sheung Wan, Hong Kong",25493863,29888512,mingtak.kiki@yahoo.com,Foreign Domestic Helpers
2033,Ming Tak Services Company,明德旅遊僱傭公司,2017,Islands District,"Ground floor, 13A Chung Hing San Street, Cheung Chau, New Territories",63883666,29888512,mingtak.kiki@yahoo.com,Foreign Domestic Helpers
2034,MING YIP CONSULTANT,明業顧問,2017,Tuen Mun District,"Shop 33C, 1st floor, Waldorf Shopping Centre, 1 Tuen Lee Street, Tuen Mun, New Territories",26080939,26082991,MINGYIP6868@GMAIL.COM,Foreign Domestic Helpers
2035,MING-DOMESTIC HELPERS SERVICES COMPANY,社明家傭服務公司,2020,Wan Chai District,"Room 308, 2nd floor, 298 Computer Zone, 298 Hennessy Road, Wan Chai, Hong Kong",91485125, ,genfe8415@gmail.com.hk,Foreign Domestic Helpers
2036,MIRACLE EMPLOYMENT AGENCY,,2018,Sha Tin District,"Unit 913, 9th floor, New Commerce Centre, 19 On Sum Street, Sha Tin, New Territories",60513640, ,candylai@homecareagency.com.hk,Foreign Domestic Helpers
2037,Miracle Global Solutions Limited,美域高環球顧問有限公司,2018,Central and Western District,"Unit 1104A, 11th floor, Kai Tak Commercial Building, 317-319 Des Voeux Road Central, Sheung Wan, Hong Kong", , , ,Office Staff / Executive Search
2038,Mishu Technology Limited,,2021,Kwun Tong District,"22th floor, 9 Chong Yip Street, Kwun Tong, Kowloon",68403600, ,wclallan@live.com,Office Staff / Executive Search
2039,MISSION EMPLOYMENT AGENCY LIMITED,盟信僱傭有限公司,2009, ,"Shop 13, 99 1A Dock Street, Hung Hom, Kowloon", , , ,Foreign Domestic Helpers
2040,Missionaire Professional Recruitment,,2014, ,"Flat C, 11th floor, Block 4, Kwun Tong Industrial Centre, 436-446 Kwun Tong Road, Kwun Tong, Kowloon", , , ,Office Staff / Executive Search
2041,Mita Employment Limited,三田僱傭有限公司,2018,Yau Tsim Mong District,"Room J, 2nd floor, Shanghai Mansion, 386 Shanghai Street, Yau Ma Tei, Kowloon",23847988,27826451,mita.employment@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
2042,MITRON (EDUCATION CONSULTANTS) LIMITED,力創(教育顧問)有限公司,2011, ,"Unit 13, 8th floor, Kenning Industrial Building, 19 Wang Hoi Road, Kowloon Bay, Kowloon", , , ,Office Staff / Executive Search
2043,MJK PERSONNEL CONSULTANTS,,2010,Kwai Tsing District,"Room B10, 18th floor, Kwai Fong Industrial Building, 9-15 Kwai Cheong Road, Kwai Chung, New Territories",92846783/ 21172390, ,mjkpersonnel@gmail.com,Office Staff / Executive Search
2044,MKH Employment Centre Limited,萬家興僱傭有限公司,2018,Eastern District,"Room 707, 7th floor, Workingberg Commercial Building, 41-47 Marble Road, North Point, Hong Kong",61639309, ,mkh.employment@gmail.com,Foreign Domestic Helpers
2045,Modern Employment Agency Company,現代僱傭中心,2015,Eastern District,"Flat D, 4th floor, Wah Hai Mansions, 10-16 Fort Street, North Point, Hong Kong",39955488,39955487,cc81modern@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
2046,MOMBABY CARE LIMITED,天寶陪月服務有限公司,2021,Kowloon City District,"Flat B83, 2nd floor, Hunghom Commercial Centre, 37-39 Ma Tau Wai Road, Hung Hom, Kowloon",51828889, ,ericpoon133@hotmail.com,Local Domestic Helpers
2047,MOMCARE EDUCATION LIMITED,香港母嬰教育服務中心有限公司,2019,Yau Tsim Mong District,"Unit A, 12th floor, Century House, Nos. 3-4 Hanoi Road, Tsim Sha Tsui, Kowloon",84811886, ,momcarehk@gmail.com,"Local Domestic Helpers, Other Non-office Worker"
2048,MONDAYJOB,,2018,Central and Western District,"Room 2203, 22nd floor, Lucky Commercial Centre, 103-109 Des Voeux Road West, Sheung Wan, Hong Kong",31068458,25599591,info@mondayjob.com,Other Non-office Worker
2049,MONDEX LIMITED,,2019,Central and Western District,"12th floor, Kam Sang Building, 255-257 Des Voeux Road Central, Sheung Wan, Hong Kong",21103222,21103017,info@confluence.com.hk,Office Staff / Executive Search
2050,Money Bright Employment Agency,錢途職業介紹公司,2016,Yau Tsim Mong District,"2nd floor, Pat Chun Mansion, 717 Nathan Road, Mong Kok, Kowloon",62278190,39044709,ctclw888@yahoo.com.hk,Office Staff / Executive Search
2051,Monita Hair & Beauty Academy,蒙妮坦美髮美容學院,2014,Yau Tsim Mong District,"4th floor, Grand Right Center, 10 Cameron Road, Tsim Sha Tsui, Kowloon",27398833,27357707,educationhk@cmmbeauty.com.hk,Office Staff / Executive Search
2052,MOORE ASSOCIATES LIMITED,,2020,Yau Tsim Mong District,"Room 812, 8th floor, Tower 1, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",23753180,23753828,helentang@moore.hk,Office Staff / Executive Search
2053,moovup,,2016,Central and Western District,"Unit A, 2nd floor, Hong Kong Industrial Building, 444-452 Des Voeux Road West, Kennedy Town, Hong Kong",31699996,31699999,geoffrey.yau@moovup.hk,"Office Staff / Executive Search, Other Non-office Worker"
2054,Moral Heart Maid Employment Agency Co Limited,德心僱傭有限公司,2021,Yau Tsim Mong District,"Room 1804, 18th floor, 655 Nathan Road, Mong Kok, Kowloon",26991899, ,moralheart.ea@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker"
2055,MORGAN ASIA LIMITED,,2013,Yau Tsim Mong District,"Room 907, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",39568448, ,mail@morganasia.com,Office Staff / Executive Search
2056,Morgan Half International (Hong Kong) Limited,,2017,Yau Tsim Mong District,"Room 12 &13 , Unit 915, 9th floor, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon",35003728,30078395,info@morganhalf.com,Office Staff / Executive Search
2057,Morgan Mccoy Recruitment Services,,2019,Central and Western District,"21st floor, CMA Building, 64 Connaught Road Central, Central, Hong Kong",92281004, ,spide82@gmail.com,Office Staff / Executive Search
2058,Morgan McKinley Limited,,2008,Central and Western District,"Room 3407, 34th floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",39073907, ,swong@morganmckinley.com,Office Staff / Executive Search
2059,Morgan Philips Hong Kong Limited,博禹國際顧問有限公司,2016,Central and Western District,"Unit 2203, 22nd floor, Golden Centre, 188 Des Voeux Road Central, Sheung Wan, Hong Kong",58011188,25039905,info.hongkong@morganphilips.com,Office Staff / Executive Search
2060,Mornhill Employment Agency,辰峰僱佣中心,2004, ,"11th floor, Block B, Haven Commercial Building, 6-8 Tsing Fung Street, North Point, Hong Kong", , , ,Foreign Domestic Helpers
2061,Moses Wills Limited,,2021,Sham Shui Po District,"Flat A, 2nd floor, Hop Hing Industrial Building, 704 Castle Peak Road, Cheung Sha Wan, Kowloon",39520594, ,mosesnwills@gmail.com,Office Staff / Executive Search
2062,Mother Goose Employment Agency,娥媽媽僱傭中心,2020,Tuen Mun District,"Flat B, 26th floor, Kin Ga Industrial Building, 9 San On Street, Tuen Mun, New Territories",24548628, ,mothergoose.inquiry@gmail.com,Foreign Domestic Helpers
2063,MOTHER'S ANGEL CARE SERVICE COMPANY LIMITED,好安心專業陪月服務有限公司,2008,Wan Chai District,"Room 3208, 32nd floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",65443007,25886800,enquiry@mothersangel.hk,Local Domestic Helpers
2064,MOTHER'S POCKET SERVICES LIMITED,媽媽百寶袋服務有限公司,2011,Kwai Tsing District,"Room G, 20th floor, Block 1, Golden Dragon Industrial Centre, 160 Tai Lin Pai Road, Kwai Fong, New Territories",36299136,82301023,info@motherspocket.com,"Local Domestic Helpers, Office Staff / Executive Search"
2065,Motiva Consulting Limited,傲天顧問有限公司,2013,Kwun Tong District,"Room 706, 7th floor, Apec Plaza, 49 Hoi Yuen Road, Kwun Tong, Kowloon",23895252, ,admin@motivahk.com,Office Staff / Executive Search
2066,MOVE IT LIMITED,,2016,Central and Western District,"Unit B & C, 12th floor, Casey Building, 38 Lok Ku Road, Sheung Wan, Hong Kong",27592700, ,tina.choy@moveit.com.hk,Office Staff / Executive Search
2067,Movon HR Solutions Limited,,2017,Wan Chai District,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong", , ,info@movonhr.com/molina@movonhr.com,Office Staff / Executive Search
2068,mPath Asia Limited,,2020,Central and Western District,"Suite 121, 12th floor, Somptueux Central, 52-54 Wellington Street, Central, Hong Kong",92779499, ,younseong@gmail.com,Office Staff / Executive Search
2069,MPG HK CO LIMITED,樂力人力資源運輸有限公司,2020,Sham Shui Po District,"Room 05-06, 19th floor, Trendy Centre, 682 Castle Peak Road, Cheung Sha Wan, Kowloon",67983331,23328139,stephenleung@mpghk.com,"Office Staff / Executive Search, Other Non-office Worker"
2070,MR. RIGHT EMPLOYMENT CENTRE,如意僱傭中心,2013,Tai Po District,"Shop A41, Level 2, Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories",28571283,28571362,mr.righthk@yahoo.com.hk,Foreign Domestic Helpers
2071,MRA SEARCH LIMITED,,2016, ,"Suite 1701, 17th floor, Somptueux Central, 52 Wellington Street, Central, Hong Kong", , , ,Office Staff / Executive Search
2072,MRS. HUI EMPLOYMENT AGENCY,許太僱傭介紹公司,2012,Central and Western District,"Unit A, 8th floor, Wing Yee Commercial Building, 5 Wing Kut Street, Central, Hong Kong",91234939,21160230,pessenpatsy@gmail.com,Foreign Domestic Helpers
2073,Mrs. MA's Employment Services,馬太菲傭,1999,Tai Po District,"Shop 33-3, Level 2, Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories",26533603,26532397,masma@netvigator.com,Foreign Domestic Helpers
2074,Mrs. MA's Employment Services,馬太菲傭,2005,Yau Tsim Mong District,"Room 1017, 10th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon",26533603,26532397,masma@netvigator.com,Foreign Domestic Helpers
2075,MSAL,,2019,Sham Shui Po District,"Unit 1101, 11th floor, Tower 1, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok, Kowloon",37539029, ,info@mindsetaction.hk,Office Staff / Executive Search
2076,MSI,,2015,Wan Chai District,"14th floor, China Hong Kong Tower, 8 Hennessy Road, Wan Chai, Hong Kong",60164286,34230459,info@maven-search.com,Office Staff / Executive Search
2077,MSS Recruitment (HK) Limited,,2016,Kwun Tong District,"29th floor, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong, Kowloon",29609780, ,jiji.tu@mss-recruitment.com,Office Staff / Executive Search
2078,MTEL CAREER CONSULTING,,2016, ,"7th floor, Tower 1, Enterprise Square 1, 9 Sheung Yuet Road, Kowloon Bay, Kowloon", , , ,Office Staff / Executive Search
2079,Much more Human Resources Company Limited,多多人力資源有限公司,2020,Tuen Mun District,"Room 509-510, Block A2, Hang Wai Industrial Centre, 6 Kin Tai Street, Tuen Mun, New Territories",51713131, ,waiwai88866@yahoo.com,Other Non-office Worker
2080,Multinational HR Consultancy Limited,,2003,Kwun Tong District,"Flat 33, 1st floor, Block 2, Camel Paint Building, 62 Hoi Yuen Road, Kwun Tong, Kowloon",23990866,27876281,carol@multinational.com.hk,Office Staff / Executive Search
2081,Multiway Employment Service Centre,易達僱傭服務中心,2004,Kwun Tong District,"Flat 705, 7th floor, Yuen Fat Industrial Building, 25 Wang Chiu Road, Kowloon Bay, Kowloon", , ,multiwaymaids@gmail.com,Foreign Domestic Helpers
2082,Mum & Be Care Service Limited,媽寶天地陪月有限公司,2020,Wan Chai District,"2nd floor, Eton Tower, 8 Hysan Avenue, Causeway Bay, Hong Kong",29107928,29107927,mumbehk@yahoo.com.hk,Local Domestic Helpers
2083,Mustard Jobs (HK) Limited,,2019,Wan Chai District,"9th floor, YF Life Tower, 33 Lockhart Road, Wanchai, Hong Kong",39052201, ,Kelvin@mustardjobs.com,Office Staff / Executive Search
2084,MvM Employment Limited,美滿僱傭有限公司,2021,Wan Chai District,"Room 1409, 14th floor, Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong",57223844, ,mvm4you@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
2085,MWD TALENT,,2015,Central and Western District,"27th floor , World Wide House, 19 Des Voeux Road Central, Central, Hong Kong",63344825, ,mathieu.davion@hotmail.com,Other Non-office Worker
2086,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2018,Central and Western District,"Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",28126008,28126664,daniel@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2087,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2018,Wan Chai District,"Unit 02, 6th floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong", , , ,"Local Domestic Helpers, Foreign Domestic Helpers"
2088,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2018,Sai Kung District,"Shop L2-074, Level 2, 2 Metro Town, 8 King Ling Road, Tseung Kwan O, New Territories",21210205,21210891,metro@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2089,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2018,Sha Tin District,"Shop 37, Level 3, Shatin Centre, Sha Tin, New Territories",21090801,21090708,shatin@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2090,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2018,Sai Kung District,"Shop G104, Ground floor, Phase I, Metro City, 1 Wan Hang Road, Tseung Kwan O, New Territories",26188335,26189155,metro@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2091,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2019,Southern District,"Shop 101, 1st floor, Marina Square, 12A South Horizon Drive, Ap Lei Chau, Hong Kong",23326608,23326488,ap@mysweethome.hk,Foreign Domestic Helpers
2092,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2019,Tsuen Wan District,"Shop 3083, 3rd floor, OP Mall, 100 Tai Ho Road, Tsuen Wan, New Territories",23333443,23333446,tw@mysweethome.hk,Foreign Domestic Helpers
2093,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2020,Sham Shui Po District,"Shop 31B, 1st floor, Banyan Mall, 863 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",21231555,21231559,banyan@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2094,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2020,Yau Tsim Mong District,"Shop 203, 2nd floor, West 9 Zone, 38 Cherry Street, Tai Kok Tsui, Kowloon",22344288,22344228,olympic@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2095,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2020,Central and Western District,"Unit 503, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",28111515,28111535,central@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2096,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2020,Central and Western District,"Room 1103, 11th floor, Hung Kei Mansion, 5-8 Queen Victoria Street, Central, Hong Kong",36160415,23884755,central@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2097,MY SWEET HOME EMPLOYMENT AGENCY,安樂窩僱傭中心,2020,Sai Kung District,"Shop 2-086, Level 2, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O, New Territories",25578868,25578112,mt@mysweethome.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2098,N Maids,芊薈女傭,2021,Wan Chai District,"Unit C, 8th floor, King's Court, 14 Village Road, Happy Valley, Hong Kong",94060086, , ,Foreign Domestic Helpers
2099,NAC HR (ASIA) LIMITED,,2013,Central and Western District,"Suite 1008, 10th floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",25220686,25239133,enquiry@nachrasia.com,Office Staff / Executive Search
2100,NACA Strategic HR Consultancy,,2018,Kwai Tsing District,"Flat D, 16th floor, Mai Luen Industrial Building, 23-31 Kung Yip Street, Kwai Chung, New Territories",60379375, ,D71001BC@hotmail.com,Office Staff / Executive Search
2101,NAHC Limited,,2019,Central and Western District,"9th floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",36535000, ,info@nahc.io,Office Staff / Executive Search
2102,Nan Fung Employment Service Centre Limited,南豐僱傭中心有限公司,2005,Tsuen Wan District,"Shop 325-326, 3rd floor, Dang Fat Mansion (T-Mark), 10-20 Tai Ho Road, Tsuen Wan, New Territories",24141289,24146328,nanfung_hk01@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
2103,Nanny & Me Limited,,2018,Central and Western District,"Room 1303, 13th floor, Kai Tak Commercial Building, 317-319 Des Voeux Road Central, Sheung Wan, Hong Kong",51142383, ,felicity@nannyand.me,"Office Staff / Executive Search, Other Non-office Worker"
2104,NANNY CARE,欣晴僱傭公司,2013,Central and Western District,"Flat A, 18th floor, Tung Lee Commercial Building, 91-97 Jervois Street, Central, Hong Kong",25413511,25413511,nannycare88@yahoo.com,Foreign Domestic Helpers
2105,Nanson Professional Home Care Service Hong Kong Company Limited,寧生香港專業上門護理服務有限公司,2020,Yau Tsim Mong District,"Level 25, Ginza Plaza, 2A-2H Sai Yeung Choi Street South, Mong Kok, Kowloon",60292990,38965100,yanichancy@gmail.com,"Office Staff / Executive Search, Other Non-office Worker"
2106,NAOMI EMPLOYMENT COMPANY,金橋僱傭公司,2013,Eastern District,"Shop 114, 1st floor, Blocks 1-3, City Garden, 233 Electric Road, North Point, Hong Kong",22719994,22719995,naomicitygarden@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
2107,Naos International Limited,,2015,Central and Western District,"Unit 1904-05, 19th floor, 135 Bonham Strand Trade Centre, 135 Bonham Strand, Sheung Wan, Hong Kong",37554500,37554501,office@rosemont.hk,Office Staff / Executive Search
2108,Nascent Company Limited,,2018,Tsuen Wan District,"Unit 2501, CDW Building, 382-392 Castle Peak Road, Tsuen Wan, New Territories",34680822, ,office@nascent.com.hk,Office Staff / Executive Search
2109,Nation Employment Agency Limited,力業僱傭中心有限公司,2000,Kwun Tong District,"Room 6067, 6th floor, Wing Tai Centre, 12 Hing Yip Street, Kwun Tong, Kowloon",26332251, ,nationemployment@yahoo.com.hk,Foreign Domestic Helpers
